week,store_id,units_sold
2023-01-23,ST18,640
2023-01-30,ST18,635
2023-02-06,ST18,645
2023-02-13,ST18,659
2023-02-20,ST18,668
2022-01-03,ST19,634
2022-01-10,ST19,671
2022-01-17,ST19,661
2022-01-24,ST19,665
2022-01-31,ST19,667
2022-02-07,ST19,654
2022-02-14,ST19,666
2022-02-21,ST19,675
2022-02-28,ST19,687
2022-03-07,ST19,677
2022-03-14,ST19,640
2022-03-21,ST19,676
2022-03-28,ST19,684
2022-04-04,ST19,696
2022-04-11,ST19,689
2022-04-18,ST19,710
2022-04-25,ST19,697
2022-05-02,ST19,695
2022-05-09,ST19,689
2022-05-16,ST19,659
2022-05-23,ST19,684
2022-05-30,ST19,679
2022-06-06,ST19,663
2022-06-13,ST19,674
2022-06-20,ST19,669
2022-06-27,ST19,656
2022-07-04,ST19,657
2022-07-11,ST19,653
2022-07-18,ST19,656
2022-07-25,ST19,645
2022-08-01,ST19,654
2022-08-08,ST19,623
2022-08-15,ST19,640
2022-08-22,ST19,621
2022-08-29,ST19,634
2022-09-05,ST19,645
2022-09-12,ST19,638
2022-09-19,ST19,636
2022-09-26,ST19,638
2022-10-03,ST19,656
2022-10-10,ST19,624
2022-10-17,ST19,649
2022-10-24,ST19,621
2022-10-31,ST19,636
2022-11-07,ST19,645
2022-11-14,ST19,635
2022-11-21,ST19,651
2022-11-28,ST19,660
2022-12-05,ST19,640
2022-12-12,ST19,656
2022-12-19,ST19,656
2022-12-26,ST19,641
2023-01-02,ST19,665
2023-01-09,ST19,661
2023-01-16,ST19,691
2023-01-23,ST19,667
2023-01-30,ST19,701
2023-02-06,ST19,678
2023-02-13,ST19,710
2023-02-20,ST19,696
2022-01-03,ST20,686
2022-01-10,ST20,697
2022-01-17,ST20,706
2022-01-24,ST20,686
2022-01-31,ST20,680
2022-02-07,ST20,667
2022-02-14,ST20,698
2022-02-21,ST20,716
2022-02-28,ST20,714
2022-03-07,ST20,714
2022-03-14,ST20,710
2022-03-21,ST20,708
2022-03-28,ST20,714
2022-04-04,ST20,722
2022-04-11,ST20,696
2022-04-18,ST20,725
2022-04-25,ST20,697
2022-05-02,ST20,711
2022-05-09,ST20,703
2022-05-16,ST20,703
2022-05-23,ST20,691
2022-05-30,ST20,686
2022-06-06,ST20,693
2022-06-13,ST20,678
2022-06-20,ST20,716
2022-06-27,ST20,676
2022-07-04,ST20,669
2022-07-11,ST20,665
2022-07-18,ST20,654
2022-07-25,ST20,632
2022-08-01,ST20,654
2022-08-08,ST20,657
2022-08-15,ST20,631
2022-08-22,ST20,646
2022-08-29,ST20,628
2022-09-05,ST20,640
2022-09-12,ST20,642
2022-09-19,ST20,642
2022-09-26,ST20,641
2022-10-03,ST20,627
2022-10-10,ST20,646
2022-10-17,ST20,631
2022-10-24,ST20,643
2022-10-31,ST20,649
2022-11-07,ST20,639
2022-11-14,ST20,631
2022-11-21,ST20,657
2022-11-28,ST20,641
2022-12-05,ST20,648
2022-12-12,ST20,650
2022-12-19,ST20,678
2022-12-26,ST20,671
2023-01-02,ST20,651
2023-01-09,ST20,692
2023-01-16,ST20,713
2023-01-23,ST20,714
2023-01-30,ST20,691
2023-02-06,ST20,703
2023-02-13,ST20,712
2023-02-20,ST20,720
